"city","method","threshold","cost_loss_ratio","pev"
"Rotterdam","EMOS",20,0.43,0.118828567481696
"Rotterdam","EMOS",20,0.45,0.113099498926271
"Rotterdam","EMOS",20,0.47,0.110444213341257
"Rotterdam","EMOS",20,0.49,0.110730276362514
"Rotterdam","EMOS",25,0.01,-2.02856372945298
"Rotterdam","EMOS",25,0.03,-0.0615287882870745
"Rotterdam","EMOS",25,0.05,0.0466956865848833
"Rotterdam","EMOS",25,0.07,0.0330665373110195
"Rotterdam","EMOS",25,0.09,0.0263571015450715
"Rotterdam","EMOS",25,0.11,0.0206978119455942
"Rotterdam","EMOS",25,0.13,0.0203093941750929
"Rotterdam","EMOS",25,0.15,0.0225563909774437
"Rotterdam","EMOS",25,0.17,0.0225563909774437
"Rotterdam","EMOS",25,0.19,0.0150375939849624
"Rotterdam","EMOS",25,0.21,0.0150375939849625
"Rotterdam","EMOS",25,0.23,0.0150375939849623
"Rotterdam","EMOS",25,0.25,0.0150375939849624
"Rotterdam","EMOS",25,0.27,0.0150375939849625
"Rotterdam","EMOS",25,0.29,0.00751879699248129
"Rotterdam","EMOS",25,0.31,0.00751879699248118
"Rotterdam","EMOS",25,0.33,0.00751879699248106
"Rotterdam","EMOS",25,0.35,0.00751879699248127
"Rotterdam","EMOS",25,0.37,0.00751879699248115
"Rotterdam","EMOS",25,0.39,0.00751879699248137
"Rotterdam","EMOS",25,0.41,0.00751879699248125
"Rotterdam","EMOS",25,0.43,0.00751879699248111
"Rotterdam","EMOS",25,0.45,0.00751879699248136
"Rotterdam","EMOS",25,0.47,0.00751879699248122
"Rotterdam","EMOS",25,0.49,0.00751879699248107
"Rotterdam","QR",20,0.01,-9.06107821751324
"Rotterdam","QR",20,0.03,-2.73356185727641
"Rotterdam","QR",20,0.05,-1.3758180118417
"Rotterdam","QR",20,0.07,-0.7425989404799
"Rotterdam","QR",20,0.09,-0.379453620027007
"Rotterdam","QR",20,0.11,-0.13717102467492
"Rotterdam","QR",20,0.13,0.040127525948654
"Rotterdam","QR",20,0.15,0.164952737093591
"Rotterdam","QR",20,0.17,0.240242861208614
"Rotterdam","QR",20,0.19,0.222377758335764
"Rotterdam","QR",20,0.21,0.219794677564039
"Rotterdam","QR",20,0.23,0.206851416300235
"Rotterdam","QR",20,0.25,0.194225721784777
"Rotterdam","QR",20,0.27,0.174479559918024
"Rotterdam","QR",20,0.29,0.167816346900299
"Rotterdam","QR",20,0.31,0.15798242610978
"Rotterdam","QR",20,0.33,0.143612645434246
"Rotterdam","QR",20,0.35,0.135675348273773
"Rotterdam","QR",20,0.37,0.128608923884515
"Rotterdam","QR",20,0.39,0.122602297663612
"Rotterdam","QR",20,0.41,0.121553449886561
"Rotterdam","QR",20,0.43,0.120762536261915
"Rotterdam","QR",20,0.45,0.119255547602004
"Rotterdam","QR",20,0.47,0.116921705541524
"Rotterdam","QR",20,0.49,0.110853790335032
"Rotterdam","QR",25,0.01,-2.21503637833468
"Rotterdam","QR",25,0.03,-0.0865894188448756
"Rotterdam","QR",25,0.05,0.0470914127423823
"Rotterdam","QR",25,0.07,0.0325006063545962
"Rotterdam","QR",25,0.09,0.0241262496901594
"Rotterdam","QR",25,0.11,0.024499450874377
"Rotterdam","QR",25,0.13,0.0169388989715669
"Rotterdam","QR",25,0.15,0.0172490048651038
"Rotterdam","QR",25,0.17,0.0163964127185434
"Rotterdam","QR",25,0.19,0.00974658869395722
"Rotterdam","QR",25,0.21,0.0110402588750357
"Rotterdam","QR",25,0.23,0.00302704813983012
"Rotterdam","QR",25,0.25,0.0025062656641604
"Rotterdam","QR",25,0.27,0.00195694716242659
"Rotterdam","QR",25,0.29,0.00137668113946834
"Rotterdam","QR",25,0.31,0.000762776506483526
"Rotterdam","QR",25,0.33,0.000112220850633946
"Rotterdam","QR",25,0.35,-0.000578368999421763
"Rotterdam","QR",25,0.37,0.00310299558419848
"Rotterdam","QR",25,0.39,0.00271169727597681
"Rotterdam","QR",25,0.41,0.00751879699248125
"Rotterdam","QR",25,0.43,0.00751879699248111
"Rotterdam","QR",25,0.45,0.00751879699248136
"Rotterdam","QR",25,0.47,0.00751879699248122
"Rotterdam","QR",25,0.49,0.00751879699248107
"Rotterdam","RF",20,0.01,-6.9043315674665
"Rotterdam","RF",20,0.03,-2.34029292614522
"Rotterdam","RF",20,0.05,-1.25553131816765
"Rotterdam","RF",20,0.07,-0.725192538841651
"Rotterdam","RF",20,0.09,-0.345486652124234
"Rotterdam","RF",20,0.11,-0.113572622453894
"Rotterdam","RF",20,0.13,0.0518973080518734
"Rotterdam","RF",20,0.15,0.175444063571206
"Rotterdam","RF",20,0.17,0.243506308699364
"Rotterdam","RF",20,0.19,0.231068338679887
"Rotterdam","RF",20,0.21,0.212638293631018
"Rotterdam","RF",20,0.23,0.205256161161673
"Rotterdam","RF",20,0.25,0.198425196850394
"Rotterdam","RF",20,0.27,0.192730018336749
"Rotterdam","RF",20,0.29,0.17511367417101
"Rotterdam","RF",20,0.31,0.161679790026247
"Rotterdam","RF",20,0.33,0.152990950758021
"Rotterdam","RF",20,0.35,0.133494851605088
"Rotterdam","RF",20,0.37,0.127584051993501
"Rotterdam","RF",20,0.39,0.115606041048148
"Rotterdam","RF",20,0.41,0.116482049913252
"Rotterdam","RF",20,0.43,0.103854123497721
"Rotterdam","RF",20,0.45,0.0963493199713672
"Rotterdam","RF",20,0.47,0.0929430990937453
"Rotterdam","RF",20,0.49,0.0840203798054656
"Rotterdam","RF",25,0.01,-2.12638102937214
"Rotterdam","RF",25,0.03,-0.116590317075362
"Rotterdam","RF",25,0.05,0.0292837356549267
"Rotterdam","RF",25,0.07,0.0289433260570783
"Rotterdam","RF",25,0.09,0.013550359415021
"Rotterdam","RF",25,0.11,0.0141083044690377
"Rotterdam","RF",25,0.13,0.0139140955837872
"Rotterdam","RF",25,0.15,0.00751879699248115
"Rotterdam","RF",25,0.17,0.00751879699248132
"Rotterdam","RF",25,0.19,0.00751879699248122
"Rotterdam","RF",25,0.21,0.00751879699248113
"Rotterdam","RF",25,0.23,0.0075187969924813
"Rotterdam","RF",25,0.25,0.0075187969924812
"Rotterdam","RF",25,0.27,0.0075187969924811
"Rotterdam","RF",25,0.29,0.00751879699248129
"Rotterdam","RF",25,0.31,0.00751879699248118
"Rotterdam","RF",25,0.33,0.00751879699248106
"Rotterdam","RF",25,0.35,0
"Rotterdam","RF",25,0.37,0
"Rotterdam","RF",25,0.39,0
"Rotterdam","RF",25,0.41,0
"Rotterdam","RF",25,0.43,0
"Rotterdam","RF",25,0.45,0
"Rotterdam","RF",25,0.47,0
"Rotterdam","RF",25,0.49,0
"Rotterdam","RAW",20,0.01,-13.2752293577982
"Rotterdam","RAW",20,0.03,-3.82945973496432
"Rotterdam","RAW",20,0.05,-1.91743119266055
"Rotterdam","RAW",20,0.07,-1.05993883792049
"Rotterdam","RAW",20,0.09,-0.579612640163099
"Rotterdam","RAW",20,0.11,-0.270725604670559
"Rotterdam","RAW",20,0.13,-0.0602916960715124
"Rotterdam","RAW",20,0.15,0.088481141692151
"Rotterdam","RAW",20,0.17,0.171762521785254
"Rotterdam","RAW",20,0.19,0.165404922742449
"Rotterdam","RAW",20,0.21,0.162407451636016
"Rotterdam","RAW",20,0.23,0.157763620027771
"Rotterdam","RAW",20,0.25,0.155136268343816
"Rotterdam","RAW",20,0.27,0.148811062289997
"Rotterdam","RAW",20,0.29,0.144609797147666
"Rotterdam","RAW",20,0.31,0.142010755628475
"Rotterdam","RAW",20,0.33,0.141016615038018
"Rotterdam","RAW",20,0.35,0.136913401064345
"Rotterdam","RAW",20,0.37,0.135070380353399
"Rotterdam","RAW",20,0.39,0.126817197649242
"Rotterdam","RAW",20,0.41,0.12314785204136
"Rotterdam","RAW",20,0.43,0.120517488690279
"Rotterdam","RAW",20,0.45,0.117924528301887
"Rotterdam","RAW",20,0.47,0.112406550373798
"Rotterdam","RAW",20,0.49,0.108274756443458
"Rotterdam","RAW",25,0.01,-2.35992578849722
"Rotterdam","RAW",25,0.03,-0.106811555791148
"Rotterdam","RAW",25,0.05,0.0288880094974278
"Rotterdam","RAW",25,0.07,0.0208585981081738
"Rotterdam","RAW",25,0.09,0.00603156242253978
"Rotterdam","RAW",25,0.11,0.00658950747655657
"Rotterdam","RAW",25,0.13,0.00639529859130593
"Rotterdam","RAW",25,0.15,0.00619195046439618
"Rotterdam","RAW",25,0.17,0.00597880242775611
"Rotterdam","RAW",25,0.19,0.00575512856214615
"Rotterdam","RAW",25,0.21,0.00552012943751796
"Rotterdam","RAW",25,0.23,0.00527292256615557
"Rotterdam","RAW",25,0.25,0.0050125313283208
"Rotterdam","RAW",25,0.27,0.00473787207745399
"Rotterdam","RAW",25,0.29,0.00444773906597466
"Rotterdam","RAW",25,0.31,0.00414078674948235
"Rotterdam","RAW",25,0.33,0.00381550892155766
"Rotterdam","RAW",25,0.35,0.00347021399652992
"Rotterdam","RAW",25,0.37,0.00310299558419848
"Rotterdam","RAW",25,0.39,0.00271169727597681
"Rotterdam","RAW",25,0.41,0.00229387026889266
"Rotterdam","RAW",25,0.43,0.00184672206832854
"Rotterdam","RAW",25,0.45,0.00136705399863287
"Rotterdam","RAW",25,0.47,0.000851184565186584
"Rotterdam","RAW",25,0.49,0.000294854784019022
"Rotterdam","RAW",20,0.01,-13.2752293577982
"Rotterdam","RAW",20,0.03,-3.82945973496432
"Rotterdam","RAW",20,0.05,-1.91743119266055
"Rotterdam","RAW",20,0.07,-1.05993883792049
"Rotterdam","RAW",20,0.09,-0.579612640163099
"Rotterdam","RAW",20,0.11,-0.270725604670559
"Rotterdam","RAW",20,0.13,-0.0602916960715124
"Rotterdam","RAW",20,0.15,0.088481141692151
"Rotterdam","RAW",20,0.17,0.171762521785254
"Rotterdam","RAW",20,0.19,0.165404922742449
"Rotterdam","RAW",20,0.21,0.162407451636016
"Rotterdam","RAW",20,0.23,0.157763620027771
"Rotterdam","RAW",20,0.25,0.155136268343816
"Rotterdam","RAW",20,0.27,0.148811062289997
"Rotterdam","RAW",20,0.29,0.144609797147666
"Rotterdam","RAW",20,0.31,0.142010755628475
"Rotterdam","RAW",20,0.33,0.141016615038018
"Rotterdam","RAW",20,0.35,0.136913401064345
"Rotterdam","RAW",20,0.37,0.135070380353399
"Rotterdam","RAW",20,0.39,0.126817197649242
"Rotterdam","RAW",20,0.41,0.12314785204136
"Rotterdam","RAW",20,0.43,0.120517488690279
"Rotterdam","RAW",20,0.45,0.117924528301887
"Rotterdam","RAW",20,0.47,0.112406550373798
"Rotterdam","RAW",20,0.49,0.108274756443458
"Rotterdam","RAW",25,0.01,-2.35992578849722
"Rotterdam","RAW",25,0.03,-0.106811555791148
"Rotterdam","RAW",25,0.05,0.0288880094974278
"Rotterdam","RAW",25,0.07,0.0208585981081738
"Rotterdam","RAW",25,0.09,0.00603156242253978
"Rotterdam","RAW",25,0.11,0.00658950747655657
"Rotterdam","RAW",25,0.13,0.00639529859130593
"Rotterdam","RAW",25,0.15,0.00619195046439618
"Rotterdam","RAW",25,0.17,0.00597880242775611
"Rotterdam","RAW",25,0.19,0.00575512856214615
"Rotterdam","RAW",25,0.21,0.00552012943751796
"Rotterdam","RAW",25,0.23,0.00527292256615557
"Rotterdam","RAW",25,0.25,0.0050125313283208
"Rotterdam","RAW",25,0.27,0.00473787207745399
"Rotterdam","RAW",25,0.29,0.00444773906597466
"Rotterdam","RAW",25,0.31,0.00414078674948235
"Rotterdam","RAW",25,0.33,0.00381550892155766
"Rotterdam","RAW",25,0.35,0.00347021399652992
"Rotterdam","RAW",25,0.37,0.00310299558419848
"Rotterdam","RAW",25,0.39,0.00271169727597681
"Rotterdam","RAW",25,0.41,0.00229387026889266
"Rotterdam","RAW",25,0.43,0.00184672206832854
"Rotterdam","RAW",25,0.45,0.00136705399863287
"Rotterdam","RAW",25,0.47,0.000851184565186584
"Rotterdam","RAW",25,0.49,0.000294854784019022
